,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1071,933633,3647,697TN46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1072,934401,3650,639BR27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1073,935681,3655,678KL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1074,935937,3656,684KL33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1075,936705,3659,678MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1076,938241,3665,683MH32A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1077,940033,3672,SOLARA,SOLARA ACTIVE PHA SCI,0.0,,0.0,0.05,1,EQ,NSE,NSE
1078,941057,3676,VESUVIUS,VESUVIUS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1079,944385,3689,704AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1080,945153,3692,704AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1081,945665,3694,VINDHYATEL,VINDHYA TELELINKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1082,945921,3695,645BR27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1083,946177,3696,695HR33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1084,946433,3697,704JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1085,946945,3699,GAYAHWS-BE,GAYATRI HIGHWAYS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1086,947457,3701,696KL34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1087,947969,3703,VIPIND,VIP INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1088,948225,3704,681MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1089,948993,3707,686MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1090,949761,3710,685NL31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1091,950529,3713,684RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1092,951041,3715,VLSFINANCE,VLS FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1093,951297,3716,705RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1094,951809,3718,VOLTAS,VOLTAS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1095,952065,3719,703TN46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1096,952577,3721,TATACOMM,TATA COMMUNICATIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1097,952833,3722,703TN51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1098,953345,3724,VSTIND,VST INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1099,953601,3725,705TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1100,953857,3726,665WB28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1101,954113,3727,ANMOL,ANMOL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1102,957953,3742,SGBMAY29I-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1103,958209,3743,SGBJUN29II-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1104,958465,3744,FINEORG,FINE ORGANIC IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1105,959489,3748,WEIZMANIND,WEIZMANN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1106,960001,3750,672GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1107,960513,3752,68RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1108,961281,3755,681PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1109,961793,3757,VENKEYS,VENKY S (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1110,962049,3758,70AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1111,962817,3761,RITES,RITES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1112,963073,3762,701AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1113,963329,3763,707RJ46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1114,964097,3766,WHEELS,WHEELS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1115,964353,3767,704TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1116,965633,3772,WILLAMAGOR,WILLIAMSON MAGOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
1117,969473,3787,WIPRO,WIPRO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1118,969729,3788,IWEL-BE,INOX WIND ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
1119,972545,3799,WSTCSTPAPR,WEST COAST PAPER MILLS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1120,972801,3800,SGBJU29III-GB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1121,975105,3809,VINEETLAB-BE,VINEET LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1122,975873,3812,ZEEL,ZEE ENTERTAINMENT ENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1123,976129,3813,ARIHANTCAP,ARIHANT CAPITAL MKTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1124,978177,3821,ZODIACLOTH,ZODIAC CLOTHING CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1125,979713,3827,ZUARIIND,ZUARI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1126,981505,3834,BHARATRAS,BHARAT RASAYAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1127,982273,3837,TOKYOPLAST,TOKYO PLAST INTL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1128,987393,3857,VARROC,VARROC ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1129,993281,3880,SOMANYCERA,SOMANY CERAMICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1130,996353,3892,HATSUN,HATSUN AGRO PRODUCT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1131,998657,3901,BRIGHT-SM,BRIGHT SOLAR,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1132,999937,3906,CAPLIPOINT,CAPLIN POINT LAB,0.0,,0.0,0.05,1,EQ,NSE,NSE
1133,1000449,3908,PREMIERPOL,PREMIER POLYFILM,0.0,,0.0,0.05,1,EQ,NSE,NSE
1134,1001473,3912,KHAITANLTD,KHAITAN (INDIA)LTD.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1135,1003009,3918,NATCOPHARM,NATCO PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1136,1011201,3950,JAKHARIA-ST,JAKHARIA FABRIC,0.0,,0.0,0.05,800,EQ,NSE,NSE
1137,1014529,3963,GOCLCORP,GOCL CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
1138,1015041,3965,REMSONSIND,REMSONS INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1139,1018881,3980,TNPL,TAMILNADU NEWSPRT & PAPER,0.0,,0.0,0.05,1,EQ,NSE,NSE
1140,1020673,3987,GREENPLY,GREENPLY INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1141,1026561,4010,PVP,PVP VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1142,1026817,4011,GS100524C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1143,1027585,4014,NAVA,NAVA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1144,1028097,4016,GS070624C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1145,1029377,4021,GS120624C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1146,1029633,4022,GS150624C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1147,1030401,4025,GS170624C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1148,1030913,4027,GS230624C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1149,1031425,4029,GS300624C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1150,1033473,4037,AUSOMENT,AUSOM ENTERPRISE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1151,1033985,4039,GS020724C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1152,1034497,4041,JAYAGROGN,JAYANT AGRO ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1153,1034753,4042,GS100824C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1154,1035265,4044,GS220824C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1155,1037825,4054,GS090924C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1156,1038081,4055,PANACEABIO,PANACEA BIOTEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1157,1038593,4057,GS150924C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1158,1039361,4060,ALPSINDUS,ALPS INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1159,1039873,4062,GS200924C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1160,1040641,4065,GS101024C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1161,1041153,4067,MARICO,MARICO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1162,1041409,4068,GS261024C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1163,1042433,4072,GS101124C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1164,1045249,4083,AMBANIORG-SM,AMBANI ORGANICS,0.0,,0.0,0.05,1000,EQ,NSE,NSE
1165,1045761,4085,GS071224C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1166,1047809,4093,GS121224C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1167,1048065,4094,GS151224C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1168,1048321,4095,GS171224C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1169,1049089,4098,GS231224C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1170,1049345,4099,GS311224C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1171,1050881,4105,SILINV,SIL INVESTMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1172,1051649,4108,GS020125C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1173,1053697,4116,HBSL,HB STOCKHOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1174,1053953,4117,GS100225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1175,1055745,4124,GS220225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1176,1056001,4125,GS090325C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1177,1056769,4128,GS150325C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1178,1057537,4131,GS200325C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1179,1058305,4134,GS100425C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1180,1058561,4135,GS260425C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1181,1058817,4136,BIOFILCHEM,BIOFIL CHEM & PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1182,1059073,4137,GS100525C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1183,1059329,4138,GS070625C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1184,1062145,4149,GS120625C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1185,1063425,4154,GS150625C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1186,1064449,4158,GS170625C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1187,1064961,4160,NORBTEAEXP,NORBEN TEA & EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1188,1065217,4161,GS230625C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1189,1068033,4172,TCNSBRANDS,TCNS CLOTHING CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1190,1068545,4174,GS300625C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1191,1068801,4175,GS020725C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1192,1069057,4176,ZENITHEXPO,ZENITH EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1193,1069569,4178,GS100825C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1194,1069825,4179,SUNDRMBRAK,SUNDARAM BRAK LININGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1195,1070081,4180,GS220825C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1196,1070849,4183,GS090925C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1197,1071105,4184,SANGAMIND,SANGAM (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1198,1075713,4202,GS150925C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1199,1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1200,1076481,4205,GS200925C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1201,1078273,4212,UCL-SM,USHANTI COLOUR CHEM,0.0,,0.0,0.05,2000,EQ,NSE,NSE
1202,1079041,4215,GS101025C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1203,1080577,4221,VISAKAIND,VISAKA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1204,1080833,4222,GS261025C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1205,1084161,4235,WENDT,WENDT (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1206,1086465,4244,HDFCAMC,HDFC AMC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1207,1086977,4246,GS101125C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1208,1088001,4250,GS071225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1209,1089025,4254,GS121225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1210,1095425,4279,DENORA,DE NORA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1211,1097729,4288,943ECL28-NJ,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1212,1098753,4292,985ECL28-NK,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1213,1099265,4294,BDR-IT,,0.0,,0.0,0.05,16667,EQ,NSE,NSE
1214,1100545,4299,STERTOOLS,STERLING TOOLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1215,1102337,4306,SHRIRAMFIN,SHRIRAM FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1216,1104385,4314,GS151225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1217,1106689,4323,GS171225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1218,1107201,4325,GS231225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1219,1108481,4330,GS311225C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1220,1108993,4332,GS020126C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1221,1111297,4341,GS100226C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1222,1111809,4343,GS220226C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1223,1112065,4344,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1224,1117185,4364,GS090326C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1225,1117697,4366,GS150326C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1226,1118209,4368,GS200326C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1227,1120769,4378,SENSEXIETF,ICICI PRUD SENSEX ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1228,1121537,4381,GS100426C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1229,1121793,4382,GS260426C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1230,1122305,4384,GS100526C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1231,1123073,4387,GS070626C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1232,1123585,4389,GS120626C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1233,1124097,4391,GULFOILLUB,GULF OIL LUB. IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1234,1124609,4393,GS150626C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1235,1124865,4394,MIRZAINT,MIRZA INTERNATIONAL LIMIT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1236,1125121,4395,GS220261P-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1237,1128705,4409,GS151226C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1238,1128961,4410,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1239,1131777,4421,CREDITACC,CREDITACCESS GRAMEEN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1240,1132033,4422,INDIANCARD,INDIAN CARD CLOTHING CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1241,1132289,4423,GS220230C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1242,1133313,4427,GS220830C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1243,1133825,4429,GS220231C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1244,1134337,4431,GS220831C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1245,1134593,4432,GS220236C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1246,1147137,4481,AARTIDRUGS,AARTI DRUGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1247,1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1248,1149697,4491,JCHAC,JOHNSON CONTROLS HITACHI,0.0,,0.0,0.05,1,EQ,NSE,NSE
1249,1150465,4494,GS220836C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1250,1152769,4503,MPHASIS,MPHASIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1251,1157121,4520,GS220240C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1252,1157633,4522,SIGIND,SIGNET INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1253,1158401,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1254,1159425,4529,NEXT50IETF,ICICIPRAMC - ICICINXT50,0.0,,0.0,0.01,1,EQ,NSE,NSE
1255,1163777,4546,GS220840C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1256,1164289,4548,GUJRAFFIA,GUJARAT RAFFIA INDUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
1257,1165313,4552,GS220250C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1258,1165569,4553,GS220850C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1259,1166081,4555,GS220261C-GS,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1260,1166337,4556,703TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1261,1167873,4562,565TN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1262,1168897,4566,RUCHINFRA,RUCHI INFRASTRUCTURE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1263,1169921,4570,605RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1264,1170177,4571,684RJ31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1265,1171201,4575,675GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1266,1171969,4578,678GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1267,1172225,4579,68MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1268,1172481,4580,683MH32B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1269,1172737,4581,681KL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1270,1174273,4587,RAMCOIND,RAMCO INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1271,1176065,4594,KOTHARIPET,KOTHARI PETROCHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
1272,1177089,4598,HERITGFOOD,HERITAGE FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1273,1180673,4612,692HR36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1274,1184257,4626,AILIMITED-SM,ABHISHEK INTEGRATIONS,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1275,1191937,4656,SBCL,SHIVALIK BIMETAL CON.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1276,1195009,4668,BANKBARODA,BANK OF BARODA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1277,1199105,4684,SONACOMS,SONA BLW PRECISION FRGS L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1278,1201409,4693,SHYAMMETL,SHYAM METALICS AND ENGY L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1279,1207553,4717,GAIL,GAIL (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1280,1211393,4732,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1281,1214721,4745,BANKINDIA,BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1282,1215233,4747,INDNIPPON,INDIA NIPPON ELECT ,0.0,,0.0,0.05,1,EQ,NSE,NSE
1283,1215489,4748,709KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1284,1215745,4749,CONCOR,CONTAINER CORP OF IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
1285,1216001,4750,689GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1286,1216257,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
1287,1216513,4752,683MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1288,1217281,4755,683TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1289,1217793,4757,688UP31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1290,1218561,4760,689MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1291,1219585,4764,69RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1292,1220097,4766,713AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1293,1222145,4774,LAKPRE-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
1294,1223681,4780,704RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1295,1224193,4782,706WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1296,1224705,4784,707HR37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1297,1225985,4789,712AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1298,1226241,4790,706KL38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1299,1226753,4792,706TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1300,1227009,4793,706KL41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1301,1231105,4809,KCPSUGIND,KCP SUGAR IND CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
1302,1234177,4821,GTL-BE,GTL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1303,1234433,4822,DODLA,DODLA DAIRY,0.0,,0.0,0.05,1,EQ,NSE,NSE
1304,1238529,4838,LIQUIDIETF,ICICIPRAMC - ICICILIQ,0.0,,0.0,0.01,1,EQ,NSE,NSE
1305,1239809,4843,SNOWMAN,SNOWMAN LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1306,1240833,4847,KIMS,KRISHNA INST OF MED SCI L,0.0,,0.0,0.05,1,EQ,NSE,NSE
1307,1244929,4863,624RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1308,1245697,4866,691RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1309,1246465,4869,713RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1310,1246721,4870,INDSWFTLAB,IND SWIFT LABORATORIES LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1311,1248513,4877,679WB28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1312,1249281,4880,696GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1313,1249537,4881,689MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1314,1250049,4883,695MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1315,1250561,4885,70MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1316,1251073,4887,695PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1317,1251585,4889,694UP31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1318,1252097,4891,694UK31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1319,1252353,4892,SAREGAMA,SAREGAMA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1320,1252609,4893,688GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1321,1252865,4894,71JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1322,1253121,4895,719ML41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1323,1253633,4897,713KL46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1324,1253889,4898,FDC,FDC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1325,1254145,4899,72KL56-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1326,1254401,4900,718TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1327,1256193,4907,ENGINERSIN,ENGINEERS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1328,1257217,4911,MADRASFERT,MADRAS FERTILISERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1329,1260545,4924,HINDCON-BE,HINDCON CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1330,1261057,4926,931SFL26A-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1331,1262081,4930,96SFL24A-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1332,1263105,4934,IPL,INDIA PESTICIDES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1333,1263617,4936,97SFL26A-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1334,1265153,4942,92ICCL28-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1335,1267969,4953,ADROITINFO,ADROIT INFOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1336,1269505,4959,GANGAFORGE-BE,GANGA FORGING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1337,1270529,4963,ICICIBANK,ICICI BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1338,1273089,4973,PHARMABEES,NIPPONAMC - NETFPHARMA,0.0,,0.0,0.01,1,EQ,NSE,NSE
1339,1274881,4980,675BR27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1340,1275393,4982,633AS26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1341,1275905,4984,682CG28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1342,1276417,4986,IRCON,IRCON INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
